Yuba County Water Agency,CAG995001,NOA Amendment-Low Threat-Caltrans Antlers Bridge Demo.pdf
Yuba County Water Agency,CAG995001,Antlers Bridge NOA.pdf
Yuba County Water Agency,CAG995001,Low Threat GO Termination - Antlers Bridge.pdf
Yuba County Water Agency,CAG995001,NOA Amendment-Low Threat-Caltrans Antlers Bridge Demo.pdf
Yuba County Water Agency,CAG995001,CSU Chico Library_Low Threat Coverage Termination.pdf
Yuba County Water Agency,CAG995001,NOA-Low Threat-CSU Chico Library.pdf
Ca Dept of Corrections Imperial,CA7000001,R7-2024-0019.pdf
Ca Dept of Corrections San Luis Obispo,CA0047856,CMC NPDES Order R3-2020-0005 amended for new MRP.pdf
Ca Dept of Corrections San Luis Obispo,CA0047856,Order R3-2023-0010 Amending CMC NPDES Order R3-2020-0005 for new MRP.pdf
Canada Cove LLP,nan,wq1997_10.pdf
Canada Cove LLP,nan,MOUNTAIN HOME CAMP NOA.pdf
Ca Dept of Parks & Rec Tahoma,CA0048267,Big_Basin_NPDES_permit_R3-2011-0008.pdf
Yuima Muncipal Water District,CAG140001,R3 Signed COMB's Cachuma Project Water System.pdf
Cain-Papais Trust,CA0085278,r5-2008-0058.pdf
Yuba County Water Agency,CAG995001,CalaverasCoWaterDist_NOA.pdf
Yuba County Water Agency,CAG995001,r5-2013-0074-026.pdf
Calaveras Cnty Water District,CA0085278,r5-2024-0067_npdes.pdf
Calaveras Cnty Water District,CA0084620,r5-2023-0013_npdes.pdf
Calexico City,CA7000009,R7-2025-0007.pdf
Yuima Muncipal Water District,CAG140001,CAW Coronado WS 2015 Annual Rpt.pdf
Yuima Muncipal Water District,CAG140001,R1 Signed NOA- CAW GEYSERVILLE - WDID 4DW0809.pdf
Yuima Muncipal Water District,CAG140001,R5F Signed NOA- CAW MEADOWBROOK WS - WDID 4DW0312.pdf
Yuima Muncipal Water District,CAG140001,"R3 Signed NOA- CAW , VANDENBURG AIR FORCE BASE WS - WDID 4DW0818.pdf"
Yuima Muncipal Water District,CAG140001,"R5S Signed NOA- CAW, DUNNIGAN WS - WDID 4DW0817.pdf"
Yuima Muncipal Water District,CAG140001,CAW Las Posas WS 2015 Annual Rpt.pdf
Yuima Muncipal Water District,CAG140001,R4Signed NOA-CAW Company - Las Posas.pdf
Yuima Muncipal Water District,CAG140001,CAW Duarte WS 2015 Annual Rpt.pdf
Yuima Muncipal Water District,CAG140001,R4Signed NOA-CAW Company - Duarte.pdf
Yuima Muncipal Water District,CAG140001,CAW Thousand Oaks WS 2015 Annual Rpt.pdf
Yuima Muncipal Water District,CAG140001,R4Signed NOA-CAW Company - Thousand Oaks.pdf
Yuima Muncipal Water District,CAG140001,R4Signed NOA-CAW Company - Baldwin Hills.pdf
Yuima Muncipal Water District,CAG140001,CAW San Marino WS 2015.pdf
Yuima Muncipal Water District,CAG140001,R4Signed NOA-CAW Company - San Marino.pdf
Yuima Muncipal Water District,CAG140001,R1Signed NOA-CAW Company - Larkfield.pdf
Yuima Muncipal Water District,CAG140001,R5SSigned NOA-CAW Company - Antelope.pdf
Yuima Muncipal Water District,CAG140001,R5SSigned NOA-CAW Company - Parkway.pdf
Yuima Muncipal Water District,CAG140001,R5SSigned NOA-CAW Company - Lincoln Oaks.pdf
Yuima Muncipal Water District,CAG140001,R5SSigned NOA-CAW Company - Arden.pdf
Yuima Muncipal Water District,CAG140001,R5SSigned NOA-CAW Company - West Placer.pdf
Yuima Muncipal Water District,CAG140001,R5SSigned NOA-CAW Company - Walnut Grove.pdf
Yuima Muncipal Water District,CAG140001,R3Signed NOA-CAW Company - Monterey.pdf
Yuima Muncipal Water District,CAG140001,R3Signed NOA-CAW Company - Ambler Park.pdf
Yuima Muncipal Water District,CAG140001,R5SSigned NOA-CAW Company - Isleton.pdf
Yuima Muncipal Water District,CAG140001,R3Signed NOA-CAW Company-Toro.pdf
Yuima Muncipal Water District,CAG140001,R3Signed NOA-CAW Company - Hidden Hills.pdf
Yuima Muncipal Water District,CAG140001,R3Signed NOA-CAW Company - Ralph Lane.pdf
Yuima Muncipal Water District,CAG140001,R3Signed NOA-CAW Company - Bishop.pdf
Yuima Muncipal Water District,CAG140001,R3Signed NOA-CAW Company - Garrapata.pdf
Yuima Muncipal Water District,CAG140001,R3Signed NOA-Chualar Water System.pdf
Yuima Muncipal Water District,CAG140001,CAW Coronado WS 2015 Annual Rpt.pdf
Yuba County Water Agency,CAG995001,CaliforniaAmericanWaterCo_NOT.pdf
California Department of Corrections and Rehabilitation,nan,NPDES Permit Order 89-2 Pelican Bay.pdf
California Department of Corrections and Rehabilitation,nan,Revised MRP 89-2 Pelican Bay.pdf
California Department of Corrections and Rehabilitation,CA0078093,R5-2008-0164.pdf
California Department of Corrections and Rehabilitation,CA0078093,R5-2008-0164_DS.pdf
California Department of Corrections and Rehabilitation,CA0078093,R5-2008-0164_LRO.pdf
Yuima Muncipal Water District,CAG140001,R2 Signed NOA-CWS-Coast Springs.pdf
Yuima Muncipal Water District,CAG140001,R1 Signed NOA-CWS-Armstrong Valley.pdf
Yuima Muncipal Water District,CAG140001,R1 Signed NOA-CWS-Rancho Del Paradiso.pdf
Yuima Muncipal Water District,CAG140001,R1 Signed NOA-CWS-Noel Heights.pdf
Yuima Muncipal Water District,CAG140001,R1 Signed NOA-CWS-Hawkins.pdf
Yuima Muncipal Water District,CAG140001,R6V Signed NOA-CWS-Leona Valley.pdf
Yuima Muncipal Water District,CAG140001,R6V Signed NOA-CWS-Lancaster.pdf
Yuima Muncipal Water District,CAG140001,R5R Signed NOA-CWS-Oroville.pdf
Yuima Muncipal Water District,CAG140001,R5S Signed NOA-CWS-Marysville.pdf
Yuima Muncipal Water District,CAG140001,R5S Signed NOA-CWS-Lucerne.pdf
Yuima Muncipal Water District,CAG140001,R5F Signed NOA-CWS-Grand Oaks.pdf
Yuima Muncipal Water District,CAG140001,R4 Signed NOA-CWS-Lake Hughes.pdf
Yuima Muncipal Water District,CAG140001,R4 Signed NOA-CWS-Hermosa Redondo.pdf
Yuima Muncipal Water District,CAG140001,R4 Signed NOA-CWS-Hawthorne.pdf
Yuima Muncipal Water District,CAG140001,R3 Signed NOA- CWS-Country Meadows- WDID 4DW0779.pdf
Yuima Muncipal Water District,CAG140001,R3 Signed NOA- CWS-Foothill Estates - WDID 4DW0778.pdf
Yuima Muncipal Water District,CAG140001,R5RSigned NOA-CWS- Chico.pdf
Yuima Muncipal Water District,CAG140001,R5RSigned NOA-CWS- Hamilton.pdf
Yuima Muncipal Water District,CAG140001,CWS 2015 Annual Rpt.pdf
Yuima Muncipal Water District,CAG140001,R4Signed NOA-CWS- Westlake.pdf
Yuima Muncipal Water District,CAG140001,R3Signed NOA-CWS- Salinas Hills.pdf
Yuima Muncipal Water District,CAG140001,R5FSigned NOA-CWS- Bakersfield North Garden.pdf
Yuima Muncipal Water District,CAG140001,R5FSigned NOA-CWS- Onyx Water System.pdf
Yuima Muncipal Water District,CAG140001,R5FSigned NOA-CWS-Split Mountain- Drinking Water System.pdf
Yuima Muncipal Water District,CAG140001,R5FSigned NOA-CWS - Upper Bodfish Water System.pdf
Yuima Muncipal Water District,CAG140001,R5FSigned NOA-CWS - Lower Bodfish Water System.pdf
Yuima Muncipal Water District,CAG140001,R5FSigned NOA-CWS-Lakeland Water System.pdf
Yuima Muncipal Water District,CAG140001,Signed NOA-CWS-Bear Gulch Water System.pdf
Yuima Muncipal Water District,CAG140001,Signed NOA-CWS-Livermore Water System.pdf
Yuima Muncipal Water District,CAG140001,Signed NOA-CWS-South San Francisco Water System.pdf
Yuima Muncipal Water District,CAG140001,Signed NOA-CWS-San Carlos Water System.pdf
Yuima Muncipal Water District,CAG140001,Signed NOA-CWS-San Mateo Water System.pdf
Yuima Muncipal Water District,CAG140001,Signed NOA-CWS-Los Altos Suburban Water System.pdf
Yuima Muncipal Water District,CAG140001,Signed NOA-CWS-Willows Water System.pdf
Yuima Muncipal Water District,CAG140001,Signed NOA-CWS-Dixon Water System.pdf
Yuba County Water Agency,CAG995001,Cal Water Services R5-2008-0081-108.pdf
Yuba County Water Agency,CAG995001,CAWaterServCo_StocktonDistWide_NOA.pdf
Yuba County Water Agency,CAG995001,CalifWaterSrvcCo_WellatStation003-01_CoverLetter.pdf
Yuba County Water Agency,CAG995001,R5-2013-0074-062_NOT.pdf
Yuba County Water Agency,CAG995001,CalifWaterSrvcCo_WellatMarysvilleSta14_CoverLetter.pdf
Yuba County Water Agency,CAG995001,NOT_Marysville_R5-2013-0074-063.pdf
Yuba County Water Agency,CAG995001,CAWaterServCo_NOT.pdf
Yuba County Water Agency,CAG995001,CaliforniaWaterServCo_RuralNorthVacaville_NOA.pdf
Yuba County Water Agency,CAG995001,CH NPDES SMR - 2014 Q1.pdf
Yuba County Water Agency,CAG995001,CH NPDES SMR - 2014 Q2.pdf
Yuba County Water Agency,CAG995001,CH NPDES SMR - 2014 Q3.pdf
Yuba County Water Agency,CAG995001,CH NPDES SMR - 2014 Q4.pdf
Yuba County Water Agency,CAG995001,CH NPDES SMR - 2015 Q1.pdf
Yuba County Water Agency,CAG995001,CH NPDES SMR - 2015 Q2.pdf
Yuba County Water Agency,CAG995001,CH NPDES SMR - 2015 Q3.pdf
Yuba County Water Agency,CAG995001,CH NPDES SMR - 2015 Q4.pdf
Yuba County Water Agency,CAG995001,Cal Water Service R5-2008-0081 well _52.pdf
Yuba County Water Agency,CAG995001,NOA 2008-0081-019.pdf
Calipatria City,CA0105015,R7-2020-0010.pdf
Calistoga City Public Works Dept.,CA0037966,R2-2022-0010.pdf
Yuima Muncipal Water District,CAG140001,R3 Signed NOA- Cambria Community Services District Water.pdf
Canada Cove LLP,nan,CanadaCoveLLP_FrenchCampRV_ParkGolfCourse_app.pdf
Canada Cove LLP,nan,FrenchCampRVGolfCourse_coverletter.pdf
Canada Cove LLP,nan,r5-2010-r5061_mrp.pdf
Yuba County Water Agency,CAG995001,CarmichaelWD_NOT.pdf
Yuba County Water Agency,CAG995001,R5-2008-0081_CarmichaelWaterDistrict_noa.pdf
Yuima Muncipal Water District,CAG140001,R5S Signed NOA- Carmichael Water.pdf
Yuima Muncipal Water District,CAG140001,R3 Signed NOA-CARPINTERIA VALLEY WD WS - WDID 4DW0135.pdf
Yuima Muncipal Water District,CAG140001,R4 Signed NOA- Casitas MWD-Ojai WS.pdf
Union Sanitary District,CA0037869,Nutrient Watershed Permit - R2-2014-0014.pdf
Union Sanitary District,CA0037869,R2-2012-0004.pdf
Cayucos SD,CA3000001,Order R3-2020-0004_final.pdf
Yuima Muncipal Water District,CAG140001,R3 Signed NOA- Central Coast Water Authority Water System.pdf
Central Marin Sanitation Agency,CA0038628,Final Order Central Marin Sanitation Agency.pdf
Yuima Muncipal Water District,CAG140001,City of Cerritos WS 2015 Annual Rpt.pdf
Yuima Muncipal Water District,CAG140001,Channel Islands Beach CSD WS 2015 Annual Rpt.pdf
Chester PUD,CA0077747,Notice_of_Adoption_Chester.pdf
Chester PUD,CA0077747,r5-2021-0022_npdes.pdf
Chico City,CA0079081,r5-2022-0033_npdes.pdf
Yuba County Water Agency,CAG995001,CitrusHeightsWaterDist_NOA.pdf
Yuima Muncipal Water District,CAG140001,R4 Signed NOA- City of Bell Gardens WS.pdf
Yuima Muncipal Water District,CAG140001,R2 Signed NOA- City of Burlingame WS.pdf
Yuima Muncipal Water District,CAG140001,R2 Signed NOA- City of East Palo Alto Water System.pdf
Yuima Muncipal Water District,CAG140001,R1 Signed NOA- CITY OF FORTUNA WS - WDID 4DW0023.pdf
Yuima Muncipal Water District,CAG140001,R2 Signed NOA- City of Hayward Water System.pdf
Yuima Muncipal Water District,CAG140001,R8 Signed NOA- City of La Habra Water System- 4DW0202.pdf
Yuima Muncipal Water District,CAG140001,R2andR3 Signed NOA- City of Morgan Hill Water System.pdf
Yuima Muncipal Water District,CAG140001,R4 Signed NOA- NORWALK CITY MUNICIPAL WS - WDID 4DW0437.pdf
Yuima Muncipal Water District,CAG140001,R2 Signed NOA- City of Palo Alto WS.pdf
Yuima Muncipal Water District,CAG140001,R3 Signed NOA- City of Paso Robles Water System.pdf
Yuima Muncipal Water District,CAG140001,R2 Signed NOA- City of Pleasanton Water System.pdf
City of Redding,CA0079731,r5-2022-0040_npdes.pdf
Yuba County Water Agency,CAG995001,NOA_City of Redding_Utility Project.pdf
City of Redding,CA0082589,r5-2023-0017_npdes.pdf
Yuba County Water Agency,CAG995001,City of Redding - Low Threat GO Term - Aug 2017.pdf
Yuba County Water Agency,CAG995001,r5-2013-0074-106_noa.pdf
Yuima Muncipal Water District,CAG140001,"R2 Signed NOA- City of San Jose, North San Jose Alviso Water System.pdf"
Yuima Muncipal Water District,CAG140001,R2 Signed NOA- City of Santa Clara WS.pdf
City of Santa Cruz,CA0048194,R3-2023-0001.pdf
Yuima Muncipal Water District,CAG140001,2023 Annual NPDES.pdf
Yuima Muncipal Water District,CAG140001,R2 Signed NOA- City of Sunnyvale WS.pdf
